club_id,club_name,club_description,club_location,club_membership_fee,club_membership_length,club_membership_count,team_id 
7550,The Bucks Fan Club,win community team fun fan game cheer team support player fun passion game club win club team lose fun game,Milwaukee,27.65,Monthly,184,258
7551,The Spurs Fan Club,passion basketball basketball fun club love win loyalty basketball game team fan passion player cheer player fan fan community support,San Antonio,53.83,Monthly,679,301
7552,The Bucks Fan Club,club win game player support community loyalty cheer win community player win player love fun basketball loyalty win love lose,Milwaukee,84.35,Monthly,155,254
7553,The Spurs Fan Club,lose community club basketball passion community team team lose basketball cheer team loyalty support passion basketball loyalty support basketball team,San Antonio,22.44,Yearly,400,357
7554,The Clippers Fan Club,win win player loyalty basketball basketball cheer loyalty fun basketball player passion basketball team game basketball player win cheer passion,Los Angeles,26.31,Yearly,277,178
7555,The Clippers Fan Club,team community win win fun love loyalty team basketball club basketball passion fan fan community club team team fan community,Los Angeles,66.8,Yearly,235,147
7556,The Wizards Fan Club,game basketball cheer lose win support fan cheer support loyalty loyalty team player passion lose passion passion game club win,Washington D.C.,63.35,Quarterly,9,21
7557,The Bucks Fan Club,win team basketball fun community passion club club club game lose support fun lose club support loyalty community club win,Milwaukee,77.55,Monthly,350,257
7558,The Hawks Fan Club,game passion win support lose community loyalty game support team win game basketball fan win loyalty game game cheer community,Atlanta,71.6,Quarterly,643,344
7559,The Jazz Fan Club,love fun love basketball game support lose passion lose cheer player cheer lose support passion loyalty cheer player cheer fan,Salt Lake City,27.4,Yearly,890,355
7560,The Heat Fan Club,fan team lose loyalty basketball team win basketball fan team player love fan cheer passion win community lose support player,Miami,10.29,Quarterly,46,178
7561,The 76ers Fan Club,community support passion cheer lose community passion win game community lose loyalty loyalty game game support basketball support lose player,Philadelphia,74.59,Yearly,727,192
7562,The Bucks Fan Club,cheer community cheer passion basketball community basketball loyalty team lose fan love team lose passion win fan club support fan,Milwaukee,29.61,Yearly,697,132
7563,The Wizards Fan Club,cheer passion basketball loyalty cheer cheer fan passion player love player passion love passion game love game basketball basketball passion,Washington D.C.,23.52,Monthly,617,314
7564,The Wizards Fan Club,club love fan lose lose support game club player passion fun player community lose player lose fan lose fun basketball,Washington D.C.,36.71,Quarterly,647,35
7565,The Raptors Fan Club,fun team club lose lose team player basketball support basketball player cheer passion cheer support team win fun player team,Toronto,27.91,Monthly,760,326
7566,The Bucks Fan Club,passion love lose game fun loyalty team passion passion cheer fan player support basketball club love fan passion game passion,Milwaukee,88.45,Monthly,95,336
7567,The Heat Fan Club,fun community love team fan lose player win support game love basketball team fun loyalty player community basketball club cheer,Miami,23.63,Quarterly,486,255
7568,The Heat Fan Club,game player love community club fun lose basketball community team cheer fan passion cheer team passion support team fun player,Miami,35.44,Yearly,945,305
7569,The Wizards Fan Club,team loyalty club passion lose fan fan fun win passion player passion team player team love club team win team,Washington D.C.,79.24,Quarterly,69,177
7570,The Nets Fan Club,cheer community basketball fun lose loyalty player loyalty cheer fun fan fun community love fun game community basketball team fan,Brooklyn,94.44,Monthly,525,278
7571,The Raptors Fan Club,cheer win passion love game team win loyalty support support player love passion support game team club loyalty game passion,Toronto,84.27,Quarterly,200,322
7572,The Rockets Fan Club,support support win basketball cheer basketball lose win club fun player basketball win loyalty cheer passion basketball cheer game basketball,Houston,68.23,Monthly,419,192
7573,The 76ers Fan Club,support basketball basketball fan win lose lose fun fan fan support club lose passion club passion loyalty basketball fun club,Philadelphia,65.87,Quarterly,280,278
7574,The Spurs Fan Club,game cheer player team player team fan club game cheer basketball cheer team love club loyalty team player loyalty lose,San Antonio,87.98,Monthly,888,113
7575,The Hornets Fan Club,fan win club cheer team player love community community team fun community team loyalty basketball basketball love love fun club,Charlotte,26.21,Monthly,617,294
7576,The Suns Fan Club,team fan team community basketball loyalty team love support win love community loyalty cheer player club loyalty game fan player,Phoenix,31.62,Yearly,363,339
7577,The Rockets Fan Club,team fan passion player fun support loyalty team game win fan game game fun game support fan game team win,Houston,43.55,Yearly,896,155
7578,The Clippers Fan Club,lose basketball passion win cheer game lose fan win basketball club win game game team win team support love game,Los Angeles,68.49,Monthly,784,92
7579,The Heat Fan Club,fan love lose fan fan love passion passion club lose game game community loyalty cheer game team love fun basketball,Miami,40.05,Quarterly,379,153
7580,The Wizards Fan Club,loyalty fan team lose support club community basketball player community player basketball lose lose fun club love game club player,Washington D.C.,39.21,Quarterly,777,386
7581,The Bucks Fan Club,game win community club fun team player lose fun fan fun win game player team loyalty support lose fun win,Milwaukee,32.78,Quarterly,608,128
7582,The Nets Fan Club,lose player team love team team fun lose love fan support club fan cheer fun lose loyalty player fan basketball,Brooklyn,49.32,Quarterly,405,299
7583,The Lakers Fan Club,community lose win player loyalty game basketball basketball player player support game loyalty team basketball player support cheer love fan,Los Angeles,63.3,Monthly,133,210
7584,The Knicks Fan Club,passion community passion player cheer game team club love love team support basketball cheer support club support fan win win,New York,10.9,Quarterly,563,65
7585,The Wizards Fan Club,love loyalty win lose fan loyalty game community passion loyalty support game team fan cheer win loyalty fan player support,Washington D.C.,64.71,Quarterly,635,156
7586,The Heat Fan Club,player fan lose fun game cheer love passion community passion game passion passion lose fan community passion community win loyalty,Miami,45.25,Quarterly,687,283
7587,The Hawks Fan Club,love club passion loyalty community support basketball player lose game team community basketball cheer basketball cheer fan lose fun player,Atlanta,77.47,Quarterly,898,282
7588,The Suns Fan Club,game basketball game support love player win cheer cheer club fun fun cheer fan player game fun basketball game player,Phoenix,16.96,Yearly,843,197
7589,The Heat Fan Club,lose cheer support team cheer win club passion community community loyalty lose passion club loyalty game loyalty love love support,Miami,75.11,Quarterly,257,264
7590,The Spurs Fan Club,game passion basketball fan love team love player lose club fan team passion passion fan fan team game win basketball,San Antonio,10.86,Quarterly,897,279
